Year,0_age_males,1_age_males,2_age_males,3_age_males,4_age_males,5_age_males,6_age_males,7_age_males,8_age_males,9_age_males,10_age_males,11_age_males,12_age_males,13_age_males,14_age_males,15_age_males,16_age_males,17_age_males,18_age_males,19_age_males,20_age_males,21_age_males,22_age_males,23_age_males,24_age_males,25_age_males,26_age_males,27_age_males,28_age_males,29_age_males,30_age_males,31_age_males,32_age_males,33_age_males,34_age_males,35_age_males,36_age_males,37_age_males,38_age_males,39_age_males,40_age_males,41_age_males,42_age_males,43_age_males,44_age_males,45_age_males,46_age_males,47_age_males,48_age_males,49_age_males,50_age_males,51_age_males,52_age_males,53_age_males,54_age_males,55_age_males,56_age_males,57_age_males,58_age_males,59_age_males,60_age_males,61_age_males,62_age_males,63_age_males,64_age_males,65_age_males,66_age_males,67_age_males,68_age_males,69_age_males,70_age_males,71_age_males,72_age_males,73_age_males,74_age_males,75_age_males,76_age_males,77_age_males,78_age_males,79_age_males,80_age_males,0_age_females,1_age_females,2_age_females,3_age_females,4_age_females,5_age_females,6_age_females,7_age_females,8_age_females,9_age_females,10_age_females,11_age_females,12_age_females,13_age_females,14_age_females,15_age_females,16_age_females,17_age_females,18_age_females,19_age_females,20_age_females,21_age_females,22_age_females,23_age_females,24_age_females,25_age_females,26_age_females,27_age_females,28_age_females,29_age_females,30_age_females,31_age_females,32_age_females,33_age_females,34_age_females,35_age_females,36_age_females,37_age_females,38_age_females,39_age_females,40_age_females,41_age_females,42_age_females,43_age_females,44_age_females,45_age_females,46_age_females,47_age_females,48_age_females,49_age_females,50_age_females,51_age_females,52_age_females,53_age_females,54_age_females,55_age_females,56_age_females,57_age_females,58_age_females,59_age_females,60_age_females,61_age_females,62_age_females,63_age_females,64_age_females,65_age_females,66_age_females,67_age_females,68_age_females,69_age_females,70_age_females,71_age_females,72_age_females,73_age_females,74_age_females,75_age_females,76_age_females,77_age_females,78_age_females,79_age_females,80_age_females
1916,0.09748,0.021494,0.011135,0.007741,0.006189,0.004698,0.003533,0.00269,0.002157,0.001901,0.001868,0.001983,0.002166,0.002356,0.002564,0.00284,0.003199,0.003591,0.004002,0.004418,0.004876,0.005319,0.005639,0.005787,0.005813,0.005794,0.005814,0.005906,0.006109,0.006395,0.006715,0.007017,0.007289,0.007512,0.007709,0.007895,0.008128,0.008457,0.008916,0.009468,0.010088,0.010693,0.011207,0.011586,0.011881,0.01221,0.012635,0.01312,0.013686,0.014351,0.01502,0.015801,0.016916,0.018454,0.020295,0.02243,0.024533,0.026231,0.027327,0.02807,0.028821,0.03,0.031773,0.034343,0.037586,0.041157,0.044928,0.049101,0.053675,0.058613,0.064123,0.069948,0.075594,0.080875,0.086105,0.091374,0.097434,0.105089,0.114757,0.125883,0.138091,0.077426,0.019759,0.009808,0.00713,0.005698,0.00424,0.003111,0.002302,0.001799,0.001568,0.001557,0.001694,0.001901,0.002119,0.002355,0.002661,0.003039,0.003424,0.003794,0.004143,0.004519,0.004884,0.005142,0.005257,0.005268,0.005237,0.005233,0.005278,0.005404,0.005591,0.005797,0.005988,0.006163,0.006309,0.006442,0.006574,0.006737,0.006951,0.007233,0.007567,0.007944,0.008327,0.008678,0.008975,0.009248,0.009563,0.009947,0.010371,0.010838,0.011372,0.011927,0.012583,0.013485,0.014695,0.016137,0.017814,0.019508,0.020958,0.022029,0.022902,0.023834,0.025122,0.026886,0.029269,0.032191,0.035416,0.038863,0.042682,0.046879,0.051428,0.056521,0.061939,0.067255,0.072312,0.07739,0.082532,0.088437,0.095892,0.105294,0.11611,0.128225
1917,0.096891,0.020578,0.01067,0.007422,0.005935,0.004617,0.003584,0.002825,0.002327,0.002064,0.001996,0.00207,0.002229,0.00243,0.002673,0.002985,0.003367,0.003779,0.004207,0.004636,0.005107,0.005566,0.005898,0.006057,0.006092,0.006077,0.006103,0.006212,0.006449,0.006777,0.007149,0.007493,0.007777,0.007971,0.00811,0.008224,0.008396,0.008697,0.009176,0.00978,0.010466,0.011123,0.011663,0.012025,0.012275,0.012544,0.012921,0.013393,0.013993,0.014725,0.015483,0.016334,0.01746,0.018928,0.020644,0.022626,0.024608,0.026266,0.027433,0.028327,0.029258,0.030585,0.032451,0.035027,0.038216,0.041703,0.045405,0.049543,0.054136,0.059121,0.064745,0.070657,0.076226,0.08121,0.086018,0.090678,0.096248,0.103951,0.11439,0.126717,0.14035,0.076382,0.018991,0.009433,0.006859,0.005483,0.00417,0.003154,0.002426,0.001971,0.00176,0.001747,0.001873,0.002073,0.002299,0.002552,0.00287,0.003252,0.003639,0.004011,0.00436,0.004736,0.005099,0.005351,0.005451,0.005444,0.00539,0.005366,0.005402,0.005533,0.005735,0.005959,0.006163,0.006347,0.006495,0.006624,0.006752,0.00691,0.007112,0.007372,0.007678,0.008026,0.008382,0.008712,0.008997,0.009265,0.009574,0.009954,0.010385,0.010876,0.011443,0.01204,0.012733,0.01365,0.014845,0.01625,0.017877,0.019531,0.020972,0.022078,0.023015,0.024021,0.025364,0.027145,0.029493,0.032341,0.03549,0.038868,0.042605,0.046706,0.051157,0.056128,0.061441,0.066732,0.071873,0.077104,0.082395,0.088397,0.095914,0.105327,0.116093,0.128163
1918,0.102626,0.029605,0.015249,0.010561,0.008434,0.006659,0.005283,0.00426,0.003545,0.003113,0.00295,0.003059,0.00345,0.004112,0.004986,0.006043,0.007168,0.008226,0.009134,0.009929,0.010715,0.011549,0.012386,0.013232,0.014065,0.014836,0.015535,0.016196,0.016817,0.017367,0.01792,0.018346,0.018414,0.018024,0.017307,0.016439,0.015653,0.015064,0.014794,0.014768,0.014815,0.014825,0.014844,0.014844,0.014851,0.014944,0.015137,0.015375,0.015655,0.016008,0.016396,0.016923,0.017757,0.018972,0.020476,0.022246,0.024037,0.025578,0.026724,0.027659,0.028642,0.029992,0.031847,0.034364,0.03744,0.040797,0.04433,0.048188,0.052367,0.056835,0.061803,0.06703,0.072036,0.076644,0.081155,0.085644,0.090845,0.097565,0.106221,0.116266,0.127356,0.082058,0.029171,0.0144,0.010451,0.008342,0.006452,0.004988,0.003948,0.003317,0.003058,0.003106,0.003372,0.003756,0.004189,0.004682,0.00527,0.005996,0.006855,0.00785,0.008927,0.010049,0.011118,0.012036,0.012738,0.013253,0.013695,0.014084,0.014327,0.014406,0.014345,0.014224,0.014047,0.013746,0.013313,0.012795,0.012221,0.011684,0.011275,0.011055,0.010989,0.010992,0.011008,0.011065,0.011151,0.011279,0.011478,0.011759,0.01211,0.012532,0.013034,0.013595,0.014247,0.015046,0.016017,0.017128,0.018424,0.019782,0.021019,0.022053,0.023007,0.024046,0.025379,0.027115,0.029363,0.032062,0.03501,0.038157,0.041648,0.045495,0.049657,0.054302,0.05919,0.063889,0.068232,0.072499,0.076779,0.081743,0.088103,0.09624,0.10567,0.116292
1919,0.08467,0.017848,0.009286,0.006473,0.005179,0.004282,0.003577,0.003034,0.002629,0.002348,0.002194,0.002178,0.002319,0.002622,0.003046,0.003558,0.004089,0.004578,0.004979,0.005308,0.005648,0.005997,0.006271,0.006446,0.00655,0.006612,0.006688,0.00682,0.007039,0.007316,0.007614,0.00788,0.008087,0.00821,0.008275,0.008329,0.008412,0.008525,0.008685,0.008885,0.009113,0.009357,0.009619,0.009897,0.0102,0.010558,0.01097,0.011415,0.01189,0.012414,0.01298,0.013643,0.014485,0.015546,0.016783,0.018204,0.019682,0.021063,0.02227,0.023413,0.024648,0.026157,0.028025,0.030341,0.033058,0.036056,0.039259,0.042708,0.046389,0.050324,0.054673,0.059365,0.064184,0.069066,0.074161,0.079524,0.08549,0.092414,0.100491,0.109498,0.119273,0.067029,0.016524,0.008229,0.005989,0.004789,0.003886,0.003179,0.002648,0.002277,0.002052,0.001961,0.002,0.002161,0.002435,0.002802,0.003239,0.003718,0.004213,0.004701,0.005175,0.005666,0.006147,0.006545,0.00683,0.007025,0.007183,0.007333,0.007456,0.007558,0.00764,0.007709,0.00776,0.007786,0.007785,0.00777,0.007752,0.007749,0.007778,0.007852,0.007967,0.008117,0.008291,0.008486,0.008699,0.008941,0.009225,0.00957,0.009988,0.010493,0.011079,0.011729,0.012442,0.013237,0.01412,0.015086,0.016202,0.0174,0.018539,0.01957,0.020587,0.021688,0.023051,0.024804,0.027047,0.029711,0.032681,0.035831,0.039136,0.042552,0.046138,0.05006,0.054352,0.058906,0.063717,0.068856,0.074265,0.08015,0.086813,0.09439,0.102702,0.111967
1920,0.085935,0.018849,0.009794,0.006821,0.005456,0.004377,0.003538,0.002917,0.002494,0.002247,0.002157,0.002203,0.002362,0.002614,0.002938,0.003339,0.003776,0.004179,0.004512,0.004785,0.005074,0.005368,0.005576,0.005671,0.005688,0.005661,0.005661,0.005747,0.00596,0.006261,0.006595,0.006893,0.007134,0.00729,0.007384,0.007478,0.007601,0.007732,0.007877,0.008044,0.00823,0.008448,0.008714,0.009039,0.009421,0.009862,0.010355,0.010891,0.011468,0.012101,0.012791,0.01357,0.014477,0.015536,0.016726,0.01809,0.019536,0.020923,0.022191,0.023443,0.024811,0.026466,0.028495,0.030987,0.033899,0.037141,0.040629,0.044368,0.048335,0.052577,0.057275,0.062406,0.06779,0.073392,0.079342,0.085576,0.092459,0.100489,0.10989,0.120347,0.131686,0.067733,0.017736,0.008821,0.006417,0.00513,0.004039,0.003185,0.002555,0.002137,0.001908,0.001844,0.001913,0.002079,0.002316,0.002615,0.002978,0.003399,0.003858,0.004339,0.004825,0.005348,0.00585,0.006228,0.006434,0.006512,0.006534,0.006578,0.006668,0.00684,0.007065,0.0073,0.007493,0.00763,0.007688,0.007691,0.00769,0.007712,0.007736,0.00777,0.007824,0.007893,0.008,0.008179,0.008449,0.008801,0.009215,0.009671,0.010164,0.010686,0.011251,0.011879,0.012589,0.013382,0.014269,0.015248,0.016368,0.017586,0.018815,0.020024,0.021281,0.022675,0.024311,0.026243,0.028529,0.031151,0.034083,0.037271,0.040692,0.044329,0.048236,0.052549,0.057296,0.062399,0.067863,0.073756,0.079972,0.086748,0.094468,0.103289,0.112978,0.123738
1921,0.075291,0.015379,0.008033,0.005615,0.004496,0.00386,0.003343,0.002929,0.002606,0.002367,0.002209,0.00214,0.002167,0.002289,0.002488,0.002735,0.003003,0.003281,0.003553,0.003811,0.004097,0.004373,0.004549,0.004589,0.004533,0.004443,0.004386,0.004385,0.004473,0.004629,0.004805,0.004974,0.005156,0.005346,0.005546,0.00577,0.006014,0.006262,0.006511,0.006767,0.007041,0.007347,0.007698,0.008102,0.008553,0.009064,0.009606,0.01014,0.010649,0.011165,0.011731,0.012395,0.01318,0.014112,0.015183,0.016379,0.017676,0.019065,0.020539,0.022122,0.023904,0.025873,0.027945,0.030102,0.032413,0.034925,0.037769,0.041074,0.044922,0.049255,0.054093,0.05924,0.064463,0.069654,0.075007,0.080641,0.086964,0.094359,0.103045,0.112767,0.123268,0.059837,0.014177,0.007085,0.005161,0.00413,0.003452,0.002909,0.002484,0.002165,0.001941,0.001812,0.001778,0.001844,0.00201,0.002255,0.002549,0.002867,0.003204,0.003543,0.003873,0.004234,0.004577,0.004798,0.004855,0.004793,0.004685,0.004611,0.004597,0.00468,0.004837,0.005008,0.005162,0.005318,0.005469,0.005618,0.005791,0.005978,0.006146,0.006282,0.006407,0.006539,0.006716,0.006968,0.007319,0.007751,0.008238,0.008749,0.009278,0.009813,0.010367,0.010991,0.011684,0.012396,0.013119,0.013885,0.01473,0.015703,0.016837,0.018159,0.019663,0.021372,0.023234,0.025179,0.02718,0.029305,0.031641,0.034297,0.037337,0.04082,0.044726,0.049082,0.053778,0.058675,0.063717,0.069035,0.07471,0.081012,0.088192,0.096399,0.105476,0.115505
1922,0.072833,0.014361,0.007517,0.005261,0.004214,0.003479,0.002899,0.00246,0.002146,0.001945,0.001848,0.001847,0.001936,0.002106,0.00234,0.002626,0.002938,0.003245,0.003523,0.003774,0.004046,0.004314,0.004493,0.004554,0.004534,0.004481,0.004459,0.004495,0.004618,0.004811,0.005023,0.005228,0.005446,0.005673,0.005908,0.006171,0.006453,0.006723,0.006972,0.007215,0.007464,0.007757,0.008127,0.008596,0.009143,0.00976,0.010395,0.010997,0.011537,0.012056,0.012642,0.013335,0.014105,0.014965,0.015937,0.016997,0.01821,0.019682,0.021464,0.023511,0.025852,0.028327,0.030733,0.032975,0.035205,0.037551,0.040325,0.043786,0.048108,0.053127,0.058783,0.064643,0.070273,0.075442,0.080495,0.085721,0.091817,0.099349,0.108677,0.119392,0.130985,0.057497,0.012969,0.006495,0.004734,0.003791,0.003062,0.002491,0.002063,0.001763,0.001577,0.001498,0.00152,0.001639,0.001847,0.002125,0.002456,0.002813,0.003169,0.003503,0.003811,0.004138,0.004455,0.004674,0.004764,0.00476,0.00472,0.004703,0.004722,0.004804,0.004936,0.005072,0.005202,0.005356,0.005539,0.005743,0.005978,0.006217,0.006419,0.006565,0.006682,0.006803,0.006973,0.007213,0.007547,0.007962,0.008419,0.008905,0.009441,0.010026,0.010659,0.011397,0.012189,0.012919,0.013544,0.014142,0.014772,0.01559,0.016733,0.018293,0.020194,0.022387,0.024678,0.02689,0.028921,0.030921,0.033061,0.035614,0.038748,0.042604,0.04707,0.052079,0.057349,0.062636,0.067802,0.073066,0.078744,0.08517,0.092458,0.100758,0.109988,0.120108
1923,0.075391,0.01545,0.00807,0.005639,0.004516,0.003614,0.002911,0.002396,0.002057,0.001875,0.001826,0.001881,0.002008,0.002183,0.002397,0.002662,0.002969,0.003278,0.003574,0.003851,0.00415,0.00444,0.00464,0.004718,0.00471,0.004677,0.004672,0.0047,0.004783,0.004914,0.005046,0.005187,0.005397,0.005692,0.006049,0.006462,0.006869,0.007201,0.007422,0.007574,0.007715,0.007926,0.008254,0.00874,0.009351,0.010031,0.010718,0.011398,0.012049,0.012692,0.013444,0.014284,0.015082,0.015806,0.016538,0.017277,0.018236,0.019681,0.021751,0.024295,0.027251,0.030233,0.032858,0.034911,0.036676,0.038472,0.040836,0.044107,0.048561,0.053954,0.060051,0.066322,0.072389,0.078,0.083504,0.089328,0.096073,0.104053,0.113547,0.124298,0.13579,0.060506,0.014318,0.007153,0.00521,0.00417,0.003265,0.002561,0.002044,0.001695,0.001498,0.001434,0.001485,0.001634,0.001863,0.002155,0.002508,0.002892,0.003264,0.003596,0.003889,0.004197,0.004496,0.004703,0.004788,0.004784,0.004752,0.004737,0.004741,0.004782,0.004857,0.004925,0.004999,0.005138,0.005362,0.005646,0.005978,0.006298,0.006549,0.006693,0.006773,0.006852,0.006992,0.007209,0.007529,0.007939,0.008387,0.008868,0.009434,0.010096,0.010835,0.011701,0.012607,0.013406,0.014038,0.014599,0.01517,0.015949,0.017097,0.018728,0.020743,0.023086,0.025506,0.027771,0.029746,0.031623,0.033617,0.036083,0.039251,0.043305,0.048094,0.053542,0.05925,0.064843,0.070119,0.075397,0.081057,0.087652,0.095501,0.10487,0.115529,0.127182
1924,0.072234,0.013164,0.00691,0.004845,0.003883,0.003195,0.002659,0.002261,0.00199,0.001831,0.001775,0.001808,0.001919,0.002096,0.002325,0.002601,0.002903,0.003206,0.003491,0.003755,0.004037,0.00431,0.004496,0.004568,0.004557,0.004529,0.004525,0.004534,0.004573,0.004644,0.004705,0.004789,0.004981,0.005315,0.005748,0.006253,0.006737,0.007119,0.007345,0.007473,0.007586,0.00778,0.008087,0.008551,0.009143,0.009784,0.010439,0.011144,0.011893,0.012681,0.013605,0.014581,0.01542,0.016056,0.016607,0.017135,0.017907,0.019198,0.02117,0.023659,0.026536,0.029429,0.032028,0.034137,0.036,0.037925,0.040358,0.043543,0.0477,0.052645,0.058254,0.064073,0.069715,0.074956,0.080137,0.085519,0.09181,0.099613,0.109293,0.120417,0.132418,0.056784,0.011944,0.005995,0.004373,0.003503,0.002833,0.00231,0.001917,0.001638,0.001464,0.001389,0.001411,0.00153,0.001741,0.002025,0.002357,0.002713,0.003074,0.003424,0.003753,0.004102,0.004432,0.004655,0.004736,0.004711,0.004658,0.004623,0.00459,0.004576,0.004583,0.004576,0.004584,0.004688,0.004917,0.005237,0.005614,0.005975,0.006261,0.006433,0.006533,0.006635,0.0068,0.007031,0.007353,0.007756,0.008179,0.008636,0.009205,0.00991,0.010713,0.011663,0.012624,0.01339,0.013868,0.014191,0.014468,0.014981,0.015977,0.017619,0.019749,0.022253,0.024763,0.026967,0.028672,0.030128,0.031616,0.033614,0.036433,0.040316,0.045046,0.050495,0.056113,0.061399,0.066069,0.070543,0.075223,0.080919,0.088228,0.09756,0.108482,0.120499
1925,0.070929,0.01222,0.006431,0.004516,0.003621,0.003013,0.002542,0.002194,0.001959,0.001826,0.001784,0.001824,0.001937,0.002114,0.002341,0.002612,0.002907,0.003202,0.003481,0.003742,0.004017,0.004284,0.004479,0.004576,0.004603,0.004618,0.004651,0.004678,0.004707,0.00475,0.004775,0.004829,0.005,0.005325,0.00576,0.006268,0.006753,0.007136,0.007364,0.007493,0.007612,0.007814,0.008125,0.008589,0.009179,0.009813,0.010469,0.011196,0.011998,0.01286,0.013864,0.014908,0.015797,0.016453,0.017001,0.017533,0.018313,0.019579,0.021485,0.023887,0.026636,0.029425,0.032045,0.034344,0.036505,0.038815,0.041565,0.044839,0.048767,0.053274,0.05838,0.063824,0.069317,0.074724,0.080311,0.086206,0.092988,0.101241,0.111282,0.122723,0.13507,0.055974,0.011309,0.005685,0.004149,0.003324,0.002669,0.002163,0.001792,0.00154,0.001398,0.001355,0.001407,0.001547,0.001768,0.002052,0.002385,0.002741,0.003098,0.003435,0.003748,0.004073,0.004382,0.004608,0.004723,0.004751,0.004765,0.004787,0.004774,0.00473,0.004674,0.004585,0.004529,0.004608,0.004872,0.005267,0.005735,0.006166,0.006489,0.006646,0.006694,0.006732,0.006845,0.007036,0.007336,0.007733,0.008157,0.008613,0.00917,0.009846,0.010614,0.01152,0.012451,0.013234,0.013792,0.01424,0.014678,0.015336,0.016402,0.018004,0.020026,0.022355,0.024733,0.026983,0.028977,0.030876,0.03293,0.035389,0.038323,0.041843,0.045895,0.0505,0.055448,0.060502,0.065557,0.070835,0.076594,0.083206,0.090896,0.099849,0.109934,0.120947
1926,0.072898,0.013885,0.007276,0.005095,0.004082,0.003266,0.002632,0.002168,0.001862,0.001697,0.001654,0.00171,0.00184,0.002023,0.00225,0.002527,0.00284,0.003153,0.003445,0.003716,0.004002,0.004281,0.004484,0.004587,0.004615,0.004631,0.004666,0.004697,0.00473,0.004778,0.004809,0.004872,0.005056,0.005399,0.005857,0.006391,0.006902,0.007315,0.007577,0.007743,0.007901,0.008143,0.00849,0.00898,0.00959,0.010242,0.010918,0.011681,0.012536,0.013463,0.014535,0.015639,0.016578,0.01727,0.017841,0.018416,0.01924,0.020497,0.022323,0.024607,0.027189,0.02986,0.032538,0.035136,0.037755,0.040665,0.043945,0.047447,0.051178,0.055224,0.059689,0.064689,0.070298,0.076586,0.083559,0.091058,0.099177,0.108185,0.118168,0.128988,0.140619,0.057886,0.01274,0.006383,0.004653,0.003726,0.002894,0.00225,0.001779,0.001468,0.001299,0.001256,0.001319,0.00147,0.001691,0.001968,0.002302,0.002669,0.00303,0.00336,0.00366,0.003967,0.004266,0.004499,0.004646,0.004724,0.004795,0.004865,0.004884,0.004844,0.004773,0.004665,0.004593,0.004661,0.004922,0.005319,0.005791,0.006225,0.006552,0.006715,0.006769,0.006817,0.006944,0.007153,0.007477,0.007902,0.008359,0.008849,0.00945,0.010179,0.011006,0.011969,0.012956,0.013802,0.014433,0.014956,0.015489,0.016235,0.017326,0.018872,0.02079,0.022978,0.025257,0.027524,0.029695,0.031883,0.03431,0.037108,0.040237,0.043743,0.047655,0.052041,0.056879,0.062116,0.067747,0.073866,0.080573,0.088003,0.096255,0.105404,0.115423,0.126388
1927,0.065327,0.011303,0.005966,0.004197,0.003367,0.002891,0.002512,0.002215,0.001989,0.001826,0.00173,0.001709,0.001775,0.001932,0.002158,0.00243,0.002716,0.002997,0.003252,0.003483,0.003724,0.003965,0.004156,0.004279,0.004352,0.004425,0.004508,0.004565,0.004594,0.004615,0.004613,0.004648,0.004814,0.005154,0.005621,0.006161,0.006673,0.007081,0.00733,0.007475,0.007616,0.007837,0.008146,0.008577,0.009115,0.009688,0.010295,0.01101,0.011847,0.01278,0.013849,0.014947,0.015907,0.016655,0.017299,0.017972,0.018866,0.020089,0.021742,0.023759,0.026003,0.028367,0.030871,0.033484,0.03624,0.039322,0.042678,0.046079,0.049467,0.052989,0.056806,0.061168,0.066249,0.072185,0.078895,0.086128,0.093814,0.102119,0.11105,0.120558,0.130847,0.051191,0.010342,0.005213,0.003808,0.003053,0.00252,0.002102,0.001781,0.001546,0.001388,0.001307,0.001311,0.001407,0.001599,0.001863,0.002176,0.002506,0.002834,0.003141,0.003425,0.003719,0.004005,0.004227,0.004363,0.004432,0.004488,0.004548,0.004577,0.004575,0.004559,0.004521,0.004507,0.004584,0.004785,0.005078,0.005419,0.005746,0.006025,0.006226,0.006378,0.006545,0.006763,0.007016,0.007316,0.007667,0.008037,0.008451,0.008976,0.009638,0.010403,0.011287,0.01219,0.012986,0.013613,0.014158,0.014745,0.015514,0.016522,0.017841,0.019435,0.021222,0.023146,0.025229,0.027462,0.029868,0.032572,0.035536,0.038605,0.041742,0.045054,0.048688,0.052806,0.057486,0.062814,0.068768,0.075286,0.082314,0.089873,0.097954,0.106599,0.116096
1928,0.06918,0.012417,0.006531,0.004585,0.003676,0.003057,0.002575,0.002212,0.001956,0.001794,0.001723,0.001741,0.001849,0.002041,0.002299,0.002611,0.002942,0.003254,0.003524,0.003756,0.003995,0.004236,0.00443,0.004563,0.00465,0.004734,0.004825,0.004893,0.004935,0.00497,0.004991,0.005046,0.005205,0.005504,0.005907,0.006369,0.006821,0.007227,0.007553,0.00783,0.008129,0.008489,0.008893,0.009352,0.009872,0.010414,0.011011,0.01174,0.01263,0.013644,0.014789,0.015955,0.017002,0.017861,0.018626,0.01946,0.020496,0.021746,0.023269,0.025058,0.027012,0.029163,0.031663,0.034562,0.037805,0.04151,0.04543,0.049171,0.052572,0.055907,0.05945,0.063713,0.069072,0.075799,0.083655,0.092156,0.100988,0.110247,0.119841,0.129795,0.140607,0.054062,0.011361,0.00571,0.004167,0.003339,0.002697,0.002196,0.001821,0.001557,0.001394,0.001326,0.001352,0.001471,0.001678,0.001954,0.002281,0.002631,0.002977,0.003297,0.003591,0.003896,0.004194,0.004418,0.004541,0.004591,0.004622,0.004662,0.004691,0.004717,0.004747,0.004764,0.004799,0.004911,0.005125,0.005416,0.005748,0.006071,0.006361,0.006594,0.006792,0.007013,0.007276,0.007546,0.007823,0.008124,0.008434,0.008806,0.009318,0.010009,0.010836,0.011786,0.012753,0.013629,0.014353,0.015005,0.015723,0.016618,0.017695,0.019001,0.020533,0.022233,0.02411,0.026246,0.028668,0.03136,0.034441,0.037765,0.041069,0.044253,0.047511,0.051025,0.055156,0.060187,0.066318,0.073383,0.081163,0.08934,0.09777,0.106321,0.115163,0.124897
1929,0.067362,0.011983,0.006311,0.004434,0.003556,0.002975,0.002519,0.002172,0.001921,0.001756,0.001676,0.001682,0.001778,0.001964,0.002218,0.002524,0.002849,0.003165,0.003448,0.003702,0.003965,0.004229,0.00444,0.004582,0.004671,0.004752,0.00484,0.004915,0.004978,0.005041,0.005104,0.005191,0.005338,0.005564,0.005857,0.006181,0.006522,0.006894,0.007294,0.00772,0.008195,0.0087,0.00919,0.009649,0.010103,0.010578,0.011124,0.011785,0.012588,0.013511,0.014534,0.015599,0.016659,0.017687,0.018722,0.019877,0.021181,0.022564,0.024029,0.025623,0.027332,0.029277,0.031633,0.034486,0.037753,0.041469,0.045358,0.049075,0.052457,0.055761,0.059287,0.063489,0.068639,0.074966,0.082293,0.090164,0.098405,0.107244,0.116663,0.126591,0.137505,0.053491,0.010964,0.005517,0.004027,0.003228,0.002624,0.002148,0.001785,0.001518,0.001339,0.001248,0.001249,0.00135,0.001552,0.001832,0.002165,0.002517,0.002863,0.003178,0.003464,0.003761,0.004053,0.00428,0.00442,0.004493,0.004548,0.004608,0.004658,0.004706,0.004758,0.004803,0.004859,0.004955,0.005104,0.005298,0.005517,0.005745,0.005982,0.006223,0.006474,0.006757,0.007071,0.007392,0.007715,0.008055,0.008421,0.008843,0.009353,0.009969,0.010678,0.011474,0.012315,0.013161,0.013988,0.014832,0.015783,0.016866,0.018034,0.01929,0.020672,0.022183,0.023902,0.025934,0.028333,0.031059,0.034172,0.037495,0.040779,0.043918,0.047103,0.050546,0.054588,0.059451,0.065312,0.072042,0.079336,0.087031,0.095235,0.103912,0.11306,0.123297
1930,0.064953,0.0109,0.005762,0.004057,0.003256,0.002736,0.002327,0.002012,0.001778,0.001617,0.001532,0.001527,0.001613,0.00179,0.002038,0.002335,0.002647,0.002951,0.003226,0.003475,0.003737,0.003998,0.004195,0.004307,0.004358,0.004389,0.004436,0.004506,0.004614,0.004755,0.004912,0.005074,0.005246,0.005426,0.005621,0.005834,0.006081,0.006379,0.00674,0.007154,0.007617,0.008106,0.008601,0.009092,0.009594,0.010131,0.010731,0.011409,0.012181,0.013037,0.013984,0.01499,0.016012,0.01703,0.018081,0.019217,0.020494,0.021935,0.023568,0.025386,0.027395,0.029558,0.03183,0.034194,0.036701,0.039454,0.042498,0.045799,0.049374,0.053263,0.057515,0.06217,0.067243,0.072762,0.07875,0.085087,0.091908,0.099494,0.107944,0.117096,0.127168,0.051786,0.009703,0.004902,0.003582,0.002873,0.002342,0.001928,0.001614,0.001386,0.001235,0.001162,0.001171,0.001273,0.001467,0.001731,0.002047,0.002376,0.002685,0.002949,0.003175,0.003406,0.003639,0.003825,0.003949,0.004026,0.004088,0.004153,0.004218,0.004288,0.004365,0.004446,0.004531,0.004634,0.004758,0.004904,0.005067,0.005248,0.005455,0.005691,0.005956,0.006253,0.006576,0.006916,0.007268,0.007643,0.008054,0.008512,0.009018,0.009579,0.010195,0.010883,0.011633,0.012421,0.013243,0.014119,0.015082,0.016162,0.017366,0.018712,0.020203,0.021874,0.023695,0.025607,0.027594,0.02971,0.032052,0.034688,0.037621,0.040885,0.044499,0.048483,0.052842,0.057582,0.062714,0.068275,0.07416,0.080521,0.087641,0.095626,0.104306,0.11411
1931,0.06113,0.010131,0.005372,0.00379,0.003043,0.002577,0.002213,0.001932,0.001722,0.001575,0.001495,0.001492,0.001578,0.001758,0.00201,0.002308,0.002616,0.002905,0.003151,0.00336,0.003581,0.003805,0.00397,0.004058,0.004092,0.004106,0.004142,0.004218,0.004357,0.004545,0.004754,0.004963,0.005183,0.005407,0.005641,0.005899,0.006185,0.006488,0.006809,0.007153,0.007524,0.007933,0.008395,0.00892,0.009501,0.01014,0.010818,0.011511,0.01221,0.012933,0.013718,0.014588,0.015537,0.016573,0.017704,0.018928,0.02026,0.021729,0.02335,0.025117,0.027108,0.029241,0.031357,0.033398,0.035482,0.037732,0.040359,0.043516,0.047323,0.0517,0.056521,0.061635,0.066995,0.072543,0.078364,0.08453,0.091206,0.098521,0.10656,0.115222,0.124717,0.048361,0.00908,0.004597,0.003362,0.002698,0.002231,0.001863,0.001582,0.001375,0.001238,0.001168,0.001171,0.001251,0.001409,0.001628,0.001887,0.002163,0.002444,0.002713,0.002969,0.003241,0.003507,0.003704,0.003808,0.003845,0.003855,0.003882,0.003937,0.004039,0.004178,0.004329,0.004473,0.004611,0.004737,0.004858,0.004992,0.005149,0.005331,0.005542,0.005784,0.006054,0.00635,0.006677,0.007035,0.007427,0.00786,0.008333,0.008846,0.009401,0.01,0.010673,0.011406,0.012163,0.012931,0.013742,0.014615,0.015609,0.016787,0.018185,0.019776,0.021591,0.023515,0.025388,0.02714,0.028894,0.030798,0.033064,0.035812,0.039153,0.043022,0.04731,0.051888,0.056726,0.061781,0.067126,0.072753,0.078866,0.08571,0.093401,0.101769,0.111196
